text,label
19세기 중반 영국과의 아편 전쟁에서 패배한 이후 청나라의 지식인 계층이 서구 열강의 강력한 군사력과 과학 기술을 직접 목격하고 이를 수용하여 자강을 이루고자 전개했던 양무운동의 핵심 내용인 '중체서용'의 의미와 이 운동이 중국 근대화 과정에서 갖는 역사적 한계는?,QUESTION
오늘의 주요 웹소설 산업 뉴스 정리해줘,SEARCH
십자군 전쟁이 일어난 근본적인 원인이 뭐야?,QUESTION
부엌에 가스가 열려있는지 확인해,SEARCH
지금 현재 엔화 환율 살 때 팔 때 가격 비교해줘,SEARCH
목요일 점심약속 어디서 만나기로 했니,SEARCH
이보경 선생님이랑 한 메일 다 업무 메일함으로 보내줘,GENERATION
가상 환경에서 패키지 관리하는 법 알려줘,QUESTION
속 쓰릴 때 커피 마시면 독이야?,QUESTION
이거 왜 이럴까? 원인 분석 좀,ANALYSIS
정말 감사합니다 잘 해결됐어요,CASUAL
리액트 훅(useContext)으로 테마 변경 예제 코드 써쥬,GENERATION
하이,CASUAL
아이폰 16 최저가 어디야?,SEARCH
인천 출장 부페 관련 고객께 드리는 특별 서비스를 한번 경험해 보세요,CASUAL
야근하는 선배에게 힘내라고 보낼 정중한 응원 메시지 작성해줘,GENERATION
경쟁사 신규 멤버십 정책이 우리 유저 이탈에 끼칠 영향 분석해,ANALYSIS
경쟁사 광고 소재의 카피 문구 분석 결과 보고 우리 광고에 적용할 점 분석 보고해줘,ANALYSIS
감기약을 하도 많이 먹어서 이젠 약효가 없어,CASUAL
잠시 떨어져 있어도 보고 싶고 목소리를 듣고 싶었다,CASUAL
양적 완화가 자산 양극화를 심화시키는 이유가 뭐야?,QUESTION
나에게 가장 많이 메일 보내는 곳 어딘지 확인해라,SEARCH
코드 생성해줘,GENERATION
서버 과부하 원인이 인스턴스 사양 부족 때문인지 확인,ANALYSIS
도우씨가 살고 도우씨가 관리해야 관장님이 아시는 대로 보존됩니다,CASUAL
와 진짜 대단하네요 어떻게 그런 것까지 다 아시는지 신기해요,CASUAL
넵 알겠습니다 내용 확인했고 이따가 자리로 가겠습니다,CASUAL
제가 연락도 잘 못 드렸는데,CASUAL
정말 고맙습니다 덕분에 막막했던 부분이 시원하게 뚫린 기분이에요 역시 해결사다우십니다 최고예요,CASUAL
지금 현재 스토리지 시세 얼마야?,SEARCH
소규모로 지원이 가능한 일에 너희가 속해있어,CASUAL
화장실에 불 꺼,GENERATION
산업혁명 이전의 사회 모습은 어땠어?,QUESTION
지금 현재 내 위치 근처 세탁소 카페트 세탁 가능한 곳 검색해바,SEARCH
파이썬 모든 요소 평균값 코드 짜줘,GENERATION
배운 게 없으니 창피한 줄도 모르지,CASUAL
지금 현재 대시 시세 얼마야?,SEARCH
내가 어떤 진심을,CASUAL
우리 브랜드 슬로건 '다양성' 키워드 넣어서 포용적인 느낌으로 지어바,GENERATION
물속에서 소리가 더 빨리 전달되는 이유가 뭐야?,QUESTION
리액트 훅(useSyncExternalStore) 사용해서 상태 연동 예제 코드 써쥬,GENERATION
유정이가 파일을 첨부해 편지보냈니,QUESTION
업무 궁금한 점 편하게 물어보라는 메시지 작성해줘,GENERATION
오 그렇군요 그런 노하우가 있으셨군요 정말 대단하십니다,CASUAL
지금 현재 내 위치 주변 맛집 리스트 웨이팅 없는 곳 보여줘,SEARCH
근데 진짜 이상하지 않습니까,CASUAL
헬스장 혼잡 시간대 분석해서 이용권 등급제로 나누는 거 어때,ANALYSIS
오다가다 알 텐데,CASUAL
오늘 야구 결과 뭐야,SEARCH
감사합니당,CASUAL
부리나케는 불이나게가 바뀐 말이다,CASUAL
지금 현재 호주 달러 환율 변동 전망 기사 모아줘,SEARCH
비를 뚫구,CASUAL
내일 사업자 미팅 일정의 장소가 강남역 스타벅스냐,QUESTION
이번 달 지표 보고 원인 분석 좀,ANALYSIS
와이파이 기계 전원을 켜줄래,GENERATION
고객센터 대신 SNS로 문의하는 유저 심리 분석해봐,ANALYSIS
자바 다형성(Polymorphism) 활용한 실전 예제 코드 짜바,GENERATION
넵 확인 완료 수고하세요,CASUAL
압도적 감사,CASUAL
파이썬으로 리스트 순서를 무작위로 섞는 코드 써쥬,GENERATION
복지 포인트 사용처 분석해서 직원들 진짜 관심사 뽑아봐,ANALYSIS
앱 업데이트 주기를 1주일로 줄이면 유저 반응 어떨까,ANALYSIS
주식 시장에서 '상한가'에 도달하면 거래가 중단돼?,QUESTION
유동성 함정이 경제에서 무슨 의미야?,QUESTION
신규 가입 고객에게는 삼십 퍼센트 할인 혜택을 드립니다,CASUAL
어제 전국 공항의 날씨를 찾아라,SEARCH
이 회의 주요 쟁점 요약 분석해줘,ANALYSIS
이러지도 저러지도 못하고 미치겠지,CASUAL
근처에 평점 높은 돼지불백 맛집 어디야?,SEARCH
내용 정리 ㅂㅂ,GENERATION
오늘 밤사이에 눈 얼마나 오는지 아니,SEARCH
분석 툴 유료 버전 결제할 만큼 우리 데이터 양이 많은지 분석해,ANALYSIS
독일 통일 이후 서독과 동독의 소득 격차는 줄어들었어?,QUESTION
내일 가족여행 일정이 맞니,SEARCH
이십구씬 삼십씬 감정기복 어때 급하지 않아,CASUAL
와 진짜 대단한 것 같아요 저도 그렇게 하고 싶네요,CASUAL
와서 누워있음 언니가 배 살살 만져주고,CASUAL
이 데이터 시각화 차트에서 두 변수 간의 상관계수가 의미하는 바가 뭔지 통계적으로 분석해쥬,ANALYSIS
업무 관련 궁금한 점 편하게 물어보라는 메시지 작성해줘,GENERATION
파이썬으로 JSON 파일 읽어서 딕셔너리로 변환하는 코드 알려줘,GENERATION
인플레이션 상황에서 화폐 가치 하락을 방어하는 자산은?,QUESTION
우리 서비스 내 장바구니 상품 개수 변경 지어바,GENERATION
다음주에 눈이 언제 오는지 알려줘,SEARCH
눈이 올 때 주위가 조용해지는 과학적 이유가 뭐야?,QUESTION
오늘 점심 맛있게 드셨나요 오후 업무도 힘내세요,CASUAL
잠을 잘못 잤는지 목이 영 뻐근하다,CASUAL
거래처에 보낼 행사 참여 확정 메일 써바,GENERATION
점심시간 언제부터야? 다들 나갔는지 봐줘,QUESTION
지금 보고 있는 메일 스팸목록에 포함된 사람꺼니,QUESTION
올해 친구모임 며칠인지 말해줄래,QUESTION
목 디스크 재활 운동 시 통증을 유발하지 않는 범위 내에서 등 근육을 강화해야 하는 해부학적 이유는?,QUESTION
독일 통일 이후 사회적 통합은 잘 이루어졌어?,QUESTION
독일 통일 이후 동독 지역의 경제 상황은 어때?,QUESTION
서버 과부하 원인이 인스턴스 사양 부족 때문인지 설정 문젠지,ANALYSIS
SQL 특정 행 쿼리 짜바,GENERATION
텔레비전 꺼져 있니,QUESTION
이 두 방법 중 어떤 게 효과적이야,ANALYSIS
사내 업무 효율화 공모전 신청 경품 맹들어쥬,GENERATION
유저들이 고객센터 문의 대신 FAQ에서 해결하고 이탈하는 비율 분석,ANALYSIS
유저들이 장바구니 담고 결제 안 하는 심리적 허들이 뭐야,ANALYSIS
팀원들 보유 기술 스택 변화 추이 분석해서 교육 로드맵 다시 짜,ANALYSIS
내일 일정이 어떻게 되니,QUESTION
항상 응원해 주셔서 감사합니다 저도 힘이 납니다,CASUAL
영문 메일에서 제안을 수락할 때 쓰는 표현 5개 정중하게 써줘,GENERATION
검색 결과 상위 노출 로직이 유저 클릭률이랑 맞는지 평가 부탁해,ANALYSIS
인사동에 있는 사우나는 어디야,QUESTION
자바의 가비지 컬렉션(GC) 튜닝이 왜 필요해?,QUESTION
고생하셧어여,CASUAL
특정 페이지 메모리 누수 현상 근본 원인 좀 찾아줘,ANALYSIS
리액트 훅(useCallback) 활용해서 자식 컴포넌트 리렌더링 방지 예제 코드 써쥬,GENERATION
어느덧 약속했던 그날이 다가왔다,CASUAL
전사 체육대회 대진표 확정 및 응원가 맹들어바,GENERATION
가비지 컬렉터의 동작 원리 알려쥬,QUESTION
정말 고맙습니다 이런 것까지 신경 써 주시다니 감동이에요,CASUAL
소이 방 에어컨 이십 오 도로 맞추니,QUESTION
우리 서비스 개수 변경 지어바,GENERATION
도입 시 예상되는 문제점이 뭐야,ANALYSIS
이 코드 리팩토링 방안 보고서 분석해서 예상되는 부작용 리스트 분석해쥬,ANALYSIS
이 지표 인사이트 뽑아봐,ANALYSIS
인터뷰 녹취록 요약해서 인사이트 보고서 써줘,GENERATION
애플워치 10 디자인 유출된 거 보여줘,SEARCH
웹 가속 기능을 지원하는 HTTP 버전이 뭐야?,QUESTION
허리 디스크 환자에게 좋은 운동 알려줘,QUESTION
진짜 대박,CASUAL
멀티 쓰레드 프로그래밍에서 쓰레드 간의 실행 순서를 동기화하기 위해 조건 변수(Condition Variable)를 사용하는 구체적 방식은?,QUESTION
완전 땡큐 근데 이거 어디다 제출해?,QUESTION
내일 과외 저녁 일곱시 맞지,QUESTION
문구 추천 좀,GENERATION
일월 사일은 내 생일이야,CASUAL
오늘의 주식 시장 외인 매수 종목 뭐야?,SEARCH
진짜 넓게 분포되어 있는 네트워크 탈모 한의원 이라고 할수 있어요,CASUAL
바람이 부는 이유를 대기의 온도 차에 의한 밀도 변화와 중력의 상호작용으로 인해 공기가 순환하는 물리적 메커니즘으로 설명해줘,QUESTION
점점 흐려 졌던 눈앞 이 새까매지기 시작한다,CASUAL
우리 서비스 내 프로필 이미지 설정 안내 문구 지어바,GENERATION
오늘은 첨으로 화장품 리뷰를 해 보려고 해요,CASUAL
Node.js로 파일 업로드 기능 구현하는 핵심 로직 짜줘,GENERATION
미세먼지가 심하면 공기청정기 켜줘,GENERATION
요즘 핫한 삼청동 맛집 리스트 알려쥬,SEARCH
오늘의 날씨랑 미세먼지 마스크 착용 여부 알려줘,SEARCH
효과 있을까?,ANALYSIS
지금 현재 내 위치 주변 가성비 분위기 레스토랑 추천해바,SEARCH
위암은 가족력이 있는지도 체크해야 해요,GENERATION
특정 부서 이직률 높은 거 업무 강도 문제 맞지,ANALYSIS
오늘의 주식 시장 코스닥 외인 매수 종목 뭐야?,SEARCH
삼십 분만 잔디 물 좀 주겠니,GENERATION
선택이라는 거,CASUAL
명절 연휴 앞두고 거래처에 보낼 격조 있는 인사말 초안 써쥬,GENERATION
사내 주간 인증 맹들어쥬,GENERATION
어제 보낸 메일 몇 개인지 확인해줘,SEARCH
로딩 속도 1초 개선 시 유저 평점 얼마나 올라갈지 예측해봐,ANALYSIS
처음 플레이할 때는 상당히 시간이 많이 걸리는 게임이네요,CASUAL
아이디어 정리해서 기획 초안 좀 만들어봐,GENERATION
GraphQL 장단점,ANALYSIS
오늘의 날씨랑 기온 변동폭 알려줘,SEARCH
식대 지원금 2천 원 올리는 게 직원 만족도에 큰 영향 줄까,ANALYSIS
제목 지어줄 수 있어?,GENERATION
이번달 출장 예정일이 언제니,QUESTION
오늘따라 시간이 참 유난히 빨리 가네요 마무리 화이팅,CASUAL
"콧물, 기침 등을 완화하기 위해 복용하는 종합 감기약 성분 중에 포함된 해열 진통제 성분이 평소 우리가 두통이나 근육통에 흔히 사용하는 타이레놀(아세트아미노펜)과 동일하거나 유사한 경우가 많은데 이를 인지하지 못하고 두 가지 약을 동시에 복용했을 때 발생할 수 있는 간 수치 급상승 및 간 손상 위험성과 감기약 복용 중 알코올 섭취가 인체 내 대사 과정에 미치는 치명적인 부작용에 대한 의학적 경고는 무엇이야?",QUESTION
산업혁명이 노동 시간 변화에 미친 영향이 뭐야?,QUESTION
회사 근처 공유 오피스 임대하는 게 본사 확장보다 저렴할지 계산해,ANALYSIS
우리 회사 로고 리뉴얼 기획서에 들어갈 배경 사유 지어바,GENERATION
한국은행이 기준금리를 연속으로 인상하는 '베이비 스텝'이나 '빅 스텝'이 가계 소비에 미치는 누적 효과는?,QUESTION
다음주에 비오니,SEARCH
식물이 빛의 방향을 감지하는 메커니즘이 뭐야?,QUESTION
항상 웃으며 반겨 주셔서 감사합니다 덕분에 기분 좋게 일해요,CASUAL
고은희 여사가 아들을 위해서 큰 거 하나 해줬구만,CASUAL
오늘 점심에 눈이 얼만큼 쌓였는지 알려줘,SEARCH
얼굴에 그늘졌어요,CASUAL
지금 현재 내 위치 주변 베이커리 맛집 ㅊㅊ,SEARCH
지금 현재 비트코인 반감기까지 며칠 남았어?,SEARCH
금값 지금 살만해?,ANALYSIS
적금 깨고 주식 해도 될까,ANALYSIS
지금 현재 유튜브 인기 급상승 동영상 리스트,SEARCH
메모리 관리가 필요 없는 파이썬의 성능 문제는 어떻게 해결해?,QUESTION
안녕하세요 반갑습니다 오늘도 활기찬 하루 보내세요 화이팅,CASUAL
기업 문화는 구성원들에게 조직의 목표를 달성하려는 의무감을 향상시킨다,CASUAL
지난주 프로젝트 진행 상황 분석 보고서 보고 지연된 작업의 원인 분석해바,ANALYSIS
이 소스 코드의 최악의 경우(Worst Case) 시간 복잡도를 빅오 표기법으로 분석해줘,ANALYSIS
메모리 관리 기법 중 페이징에서 발생하는 외부 단편화 문제를 해결하는 구체적인 메커니즘은?,QUESTION
근처에 평점 높은 월남쌈 베트남 요리 전문점 어디 있어?,SEARCH
박찬호 선수 기사 좀 찾아주련,QUESTION
스팸 메일함에 새로 온 메일이 있는지 확인해줘,SEARCH
편두통 예방약이랑 치료약이 따로 있어?,QUESTION
조선시대 왕의 식단인 수라상을 준비하는 과정에서 전국 각지에서 올라온 최고의 식재료들이 궁중의 주방인 소주방으로 모여 숙수들과 상궁들에 의해 요리되고 특히 왕이 음식을 들기 전에 독극물 유무를 확인하기 위해 은수저를 사용하거나 직접 음식을 맛보아 안전을 책임졌던 '기미상궁'의 구체적인 직제와 그들의 철저한 검수 시스템이 국왕의 건강과 안위를 지키는 데 어떠한 역할을 수행했어?,QUESTION
우리 앱 이탈률이 월요일 오전마다 튀는 이유가 뭘까,ANALYSIS
웹 브라우저의 캐시가 하는 일이 뭐야?,QUESTION
프랑스 혁명 이후 등장한 총재 정부가 사회적 혼란을 수습하지 못하고 정치적 안정을 상실한 근본 원인은?,QUESTION
옆에,CASUAL
SQL Injection이 보안에서 왜 위험해?,QUESTION
주요 고속도로 현재 교통상황을 알려라,QUESTION
도서 대출 어케함?,QUESTION
리액트 커스텀 훅(useInput 등) 만드는 예제 소스 코드 공유해줘,GENERATION
HTML 하단바(footer)에 들어갈 저작권 소스 알려줘,GENERATION
처음에,CASUAL
채권가격과 채권 금리가 반비례하는 이유는 뭐야,SEARCH
내일 오전 약국가는 일정 추가 했니,QUESTION
사내 탄소 중립 캠페인 실천 선언문 초안 짧고 강력하게 맹들어쥬,GENERATION
지금 현재 내 위치 근처 무인 스터디룸 어디 있어?,SEARCH
사내 일회용품 금지 대안 맹들어쥬,GENERATION
파이썬으로 딕셔너리에서 특정 키가 있는지 확인하는 코드 써쥬,GENERATION
테슬라 주가 실시간으로 얼마야?,SEARCH
비행기는 비가 와도 뜰 수 있어?,QUESTION
일하기 싫으면 반차 내고 놀러 가자,GENERATION
아마도 너보단,CASUAL
